ticker,market_cap,name,is_ge_5trn
204320,1683412752000,HL만도,False
004170,1683084084500,신세계,False
005850,1681436424000,에스엘,False
069620,1670784115000,대웅제약,False
023590,1662308159850,다우기술,False
006360,1651722757000,GS건설,False
267270,1650708996300,HD현대건설기계,False
007310,1639202470000,오뚜기,False
065350,1638043300800,신성델타테크,False
035760,1592056580400,CJ ENM,False
083650,1575068687500,비에이치아이,False
047040,1571053571640,대우건설,False
089030,1565117725500,테크윙,False
006280,1557815515400,녹십자,False
007340,1556389009000,DN오토모티브,False
140410,1508753484000,메지온,False
348370,1490336303400,엔켐,False
395400,1489248097280,SK리츠,False
007390,1488449793600,네이처셀,False
075580,1483770801600,세진중공업,False
004800,1483200060200,효성,False
095340,1462597002000,ISC,False
003540,1459735250000,대신증권,False
000155,1456710399000,두산우,False
300720,1451029263000,한일시멘트,False
011210,1444058907300,현대위아,False
036530,1438002745200,SNT홀딩스,False
073240,1424811023520,금호타이어,False
064760,1401000000000,티씨케이,False
003090,1398314619000,대웅,False
253450,1388702607600,스튜디오드래곤,False
085620,1375415788530,미래에셋생명,False
007070,1369489457700,GS리테일,False
457190,1368435084000,이수스페셜티케미컬,False
000080,1368306750610,하이트진로,False
294870,1360986364500,HDC현대산업개발,False
036930,1358964228750,주성엔지니어링,False
096530,1331762847000,씨젠,False
001800,1331215217500,오리온홀딩스,False
293490,1330834978220,카카오게임즈,False
032350,1326718593120,롯데관광개발,False
100840,1325638190300,SNT에너지,False
108490,1315445720000,로보티즈,False
003530,1308741427500,한화투자증권,False
195940,1301758491450,HK이노엔,False
005070,1300430240000,코스모신소재,False
